YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1096,12,17,0,0,0,4,1,0,8.4,JAPAN,0,ENSHUNADA,34,137.5,85,7,0,2.5,2,0,0,0,0,0,0,0,0,2,400,2,0,0,0,0,0,0,0,0,0,2,400,3,0,0
1099,2,22,0,0,0,4,1,0,8.4,JAPAN,0,NANKAIDO,33,135.5,85,0,0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1099,11,11,0,0,0,1,0,0,0,UK,0,"WEST CORNWALL, ENGLAND",50.116,-5.483,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,3,0,0,0,0,-1,1,0,0,ITALY,0,MALAMOCCO,45.5,12.3,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,6,20,0,0,0,2,0,0,0,ITALY,0,CAMPANIA,40.85,14.25,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,3,12,0,0,0,-1,1,0,7,ITALY,0,CALABRIAN ARC,36.5,36,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,10,1,0,0,0,1,0,0,0,NORTH SEA,0,SOUTHERN NORTH SEA,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,2,4,7,0,0,4,1,0,7,ITALY,0,EASTERN SICILY,37.3,15.03,50,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,16000,4,0,0,0,0,0,3,0,3,0,0
1169,2,11,0,0,0,3,6,0,0,ITALY,0,CALABRIAN ARC,37.734,15.004,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,3,1,0,0,ITALY,0,ISLAND OF SICILY,38,15,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1202,5,20,0,0,0,4,3,0,7.6,SYRIA,0,SOUTHWESTERN SYRIA,33.5,36,50,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,30000,4,0,0,0,0,0,4,0,4,0,0
1222,5,0,0,0,0,3,1,0,6.6,CYPRUS ISLAND,0,CYPRUS,34.5,33,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,3,11,0,0,0,2,1,0,6.9,TURKEY,0,MARMARA SEA,41,28.6,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1241,5,22,0,0,0,4,1,0,7,JAPAN,0,"KAMAKURA, SAGAMI BAY",35.2,139.4,85,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1257,10,9,0,0,0,4,1,0,7.5,JAPAN,0,OFF SANRIKU,39,144,85,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,10,9,0,0,0,4,1,0,7,JAPAN,0,"SAGAMI BAY, JAPAN",35.2,139.5,85,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1265,8,11,0,0,0,3,1,0,6.6,TURKEY,0,MARMARA SEA,40.7,27.4,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,3,0,0,0,0,3,1,0,0,GREECE,0,IONIAN SEA,41.3,19.5,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,9,0,0,0,0,2,1,0,6.5,ALBANIA,0,ALBANIAN COASTS,41.3,19.7,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,5,27,0,0,0,-1,1,0,7.1,JAPAN,0,"KAMAKURA, SAGAMI BAY",35.2,139.4,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23024,4,0,0,0,0,0,3,0,0,0,0
1303,8,8,0,0,0,3,1,0,8,GREECE,0,AEGEAN SEA,34,26,50,0,0,0,4,0,0,3,0,0,0,0,0,3,0,3,0,0,4000,4,0,0,0,0,0,3,0,3,0,0
1321,0,0,0,0,0,2,1,0,0,ITALY,0,GULF OF VENICE,45.4,12.3,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,6,28,0,0,0,2,4,0,0,ITALY,0,ISLAND OF SICILY,37.734,15.004,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,8,15,0,0,0,4,1,0,7,JAPAN,0,"OFF TANABE, WAKAYAMA PREFECTURE",33.7,135.2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,2,12,0,0,0,2,1,0,6.8,TURKEY,0,CONSTANTINOPLE,40.9,28.9,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,1,1,0,0,0,-1,1,0,6,UKRAINE,0,CRIMEA,44.3,34.3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,10,31,0,0,0,3,1,0,7,JAPAN,0,"JUSANKO, TSUGARU AOMORI PREFECTURE",41,139.5,85,0,0,2.5,2.5,0,2600,4,0,0,0,0,0,0,0,0,0,0,2600,4,0,0,0,0,0,0,0,0,0,0
1343,10,18,19,0,0,3,1,0,7,TURKEY,0,MARMARA SEA,41,28.1,50,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,10,20,14,0,0,2,1,0,0,TURKEY,0,MARMARA SEA,41,28.1,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,11,25,0,0,0,2,1,0,0,ITALY,0,BAY OF NAPLES,0,0,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,10,14,0,0,0,4,1,0,6.9,TURKEY,0,"MARMARA SEA, STRAIT OF BOSPORUS",40.8,28.8,50,0,0,0,5,0,0,3,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1348,1,25,23,0,0,2,1,0,0,ITALY,0,GULF OF VENICE,46.6,13.8,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,11,22,0,0,0,4,1,0,7,JAPAN,0,KUMANONADA,33.4,136.2,85,0,0,2.5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1361,8,3,0,0,0,4,1,0,8.4,JAPAN,0,NANKAIDO,33,135,85,0,0,4,3,0,660,3,0,0,0,0,0,4,1700,4,0,0,660,3,0,0,0,0,0,4,1700,4,0,0
1365,1,2,0,0,0,3,1,0,0,ALGERIA,0,ALGIERS,36.8,3,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1389,3,20,0,0,0,2,1,0,6.8,GREECE,0,"CHIOS ISLAND, AEGEAN ISLANDS",38.4,26.3,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,6,0,0,0,0,2,1,0,7,GREECE,0,GULF OF CORINTH,38.11,22.41,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,0,0,0,0,0,2,1,0,0,SYRIA,0,SYRIA,35,37,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,11,16,0,0,0,2,1,0,0,GREECE,0,AEGEAN SEA - ASIA MINOR,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,12,0,0,0,0,4,1,0,7,JAPAN,0,KUMANONADA,33.7,136.5,85,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,10,16,0,0,0,-1,9,0,6.2,JAPAN,0,"SHIZUOKA, JAPAN",34.4,138.4,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,8,23,0,0,0,1,0,0,0,NORTH KOREA,0,"HAEJU COAST, YELLOW SEA",38,125.7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,1,21,0,0,0,4,1,0,7,JAPAN,0,KUMANONADA,33.8,136.9,85,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,12,20,0,0,0,2,1,0,0,TURKEY,0,ANTIOCH,36.2,36.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1419,5,25,0,0,0,3,1,0,0,TURKEY,0,MARMARA SEA,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,9,6,0,0,0,1,0,0,0,JAPAN,0,KASHIMA,0,0,85,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,11,7,0,0,0,4,1,0,7.1,JAPAN,0,OFF IZU-OSHIMA,34.9,139.5,85,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1434,8,6,0,0,0,1,0,0,0,SOUTH KOREA,0,"INCHON, CHEMULPO BAY, YELLOW SEA",37.5,126,84,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1437,11,28,0,0,0,1,1,0,0,GREECE,0,AEGEAN SEA,40,26.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,9,19,0,0,0,3,1,0,7,JAPAN,0,"SADO, JAPAN",37.5,138.2,85,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1456,12,4,20,0,0,2,1,0,0,ITALY,0,BAY OF NAPLES,41.3,14.7,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,4,0,0,0,0,0,4,0,4,0,0
1481,5,3,0,0,0,2,1,0,7.1,GREECE,0,ISLAND OF RHODES,36,28,50,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1481,10,3,0,0,0,2,1,0,0,GREECE,0,ISLAND OF RHODES,36,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,0,0,0,0,0,2,1,0,0,TURKEY,0,SOUTH COASTS OF ASIA MINOR,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,7,1,0,0,0,3,1,0,7.2,GREECE,0,ISLAND OF CRETE,35.5,25.5,50,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
1495,9,12,0,0,0,4,1,0,7.1,JAPAN,0,"KAMAKURA, SAGAMI BAY, TOKAIDO",35.1,139.5,85,5,0,2,2,0,200,3,0,0,0,0,0,0,0,0,0,0,200,3,0,0,0,0,0,1,0,1,0,0
1498,7,9,0,0,0,2,1,0,6.4,JAPAN,0,ENSHUNADA,34.4,137.7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1498,8,2,0,0,0,2,1,0,0,VENEZUELA,0,BOCA DE LA SIERPE,9.9,-62.3,74,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1498,9,20,0,0,0,4,1,0,7.5,JAPAN,0,NANKAIDO,33.5,135.2,85,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1498,9,20,0,0,0,4,1,0,8.3,JAPAN,0,ENSHUNADA SEA,34,138.1,85,10,0,3,4,0,5000,4,0,0,0,0,0,4,1000,4,0,0,5000,4,0,0,0,0,0,3,1000,3,0,0
1500,7,10,0,0,0,-1,1,0,0,JAPAN,0,TOKAIDO,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,2,0,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1504,4,5,9,0,0,1,1,0,0,PORTUGAL,0,LISBON,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,5,29,0,0,0,2,1,0,7.1,GREECE,0,ISLAND OF CRETE,35,25.5,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,6,17,0,0,0,2,1,0,0,CHINA,0,SOUTH CHINA SEA,31.5,121.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,9,10,0,0,0,3,1,0,7.7,TURKEY,0,MARMARA SEA,40.8,28.1,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,4,0,0,0,0,0,4,1700,4,0,0
1510,9,21,0,0,0,4,1,0,6.7,JAPAN,0,OSAKA BAY,34.6,135.4,85,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510,10,10,0,0,0,-1,9,0,0,JAPAN,0,ENSHUNADA SEA,34.5,137.6,85,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,3,26,0,0,0,2,1,10,6.5,ITALY,0,NORTH ADRIATIC,46.2,13.433,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,3,0,3,0,0
1512,10,0,0,0,0,1,0,0,0,JAPAN,0,TOKUSHIMA PREFECTURE,0,0,85,0,0,0,1.5,0,3700,4,0,0,0,0,0,0,0,0,0,0,3700,4,0,0,0,0,0,0,0,0,0,0
1513,0,0,0,0,0,2,1,0,8.7,PERU,0,CALLAO,-17.2,-72.3,89,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,9,24,0,0,0,1,0,0,0,SOUTH KOREA,0,"CHUNGCHONG PROVINCE, YELLOW SEA",36.3,126,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,4,4,0,0,0,4,1,0,7,JAPAN,0,"KII, KUMANANONADA",33.6,136.3,85,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1521,10,0,0,0,0,-1,0,0,0,JAPAN,0,NANKAIDO,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,10,22,0,0,0,1,1,0,0,PORTUGAL,0,AZORES,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,0,0,0,0,0,2,1,0,0,INDIA,0,DABUL (DABHEL),17,73.2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,9,1,14,30,0,4,1,0,0,VENEZUELA,0,CUMANA,10.7,-64.1,74,7.3,0,2.6,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1531,1,26,0,0,0,4,1,0,7.7,PORTUGAL,0,"TAGUS RIVER, LISBON",38.7,-9.1,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30000,4,0,0,0,0,0,3,1500,4,0,0
1531,1,0,0,0,0,0,1,0,4.8,CHINA,0,JIANGSU PROVINCE,30.7,117.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1534,0,0,0,0,0,2,1,0,0,ISRAEL,0,PALESTINE,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0,0,0,0,0,1,1,0,0,MEXICO,0,S. MEXICO,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1538,9,26,0,0,0,2,1,0,0,ITALY,0,POZZUOLI,40.8,14.2,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,11,24,0,0,0,2,1,0,0,HONDURAS,0,CABO DE HIGUERAS,16.2,-88.5,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1540,0,0,0,0,0,2,6,0,0,USA,AK,"COOK INLET, AK",59.37,-153.42,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,12,25,0,0,0,-1,1,0,0,VENEZUELA,0,CUBAGUA ISLAND,10.8,-64.2,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1542,12,10,0,0,0,3,1,0,6.6,ITALY,0,"SICILY, ITALY",37.07,15.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1543,9,1,0,0,0,1,1,0,0,VENEZUELA,0,CUMANA,10.7,-64.1,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1545,2,7,0,0,0,2,1,0,0,JAPAN,0,IZU PENINSULA,34.8,139,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,1,14,0,0,0,3,1,0,6.5,ISRAEL,0,GAZA - JAFFA,32,35.5,50,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1556,10,21,0,0,0,1,0,0,0,SOUTH KOREA,0,YELLOW SEA,37,126,84,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,7,25,0,0,0,1,0,0,0,JAPAN,0,W. KYUSHU ISLAND,32.5,130.6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,10,20,0,0,0,3,1,0,0,ITALY,0,REGGIO DI CALABRIA,40.5,15.5,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,10,28,10,0,0,3,1,0,8,CHILE,0,SOUTHERN CHILE,-38.7,-73.5,89,0,0,4,3.5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
1564,7,20,0,0,0,4,1,0,5.8,FRANCE,0,LIGURIA-COTE D'AZUR,44.017,7.283,50,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,650,3,0,0,0,0,0,4,0,0,0,0
1570,2,8,13,0,0,3,1,0,8.3,CHILE,0,CENTRAL CHILE,-36.75,-73,89,0,0,2,3,0,2000,4,0,0,0,0,0,3,0,3,0,0,2000,4,0,0,0,0,0,3,0,3,0,0
1570,0,0,0,0,0,1,1,0,0,GREECE,0,DODECANESE,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,5,20,0,0,0,2,0,0,0,JAPAN,0,"TAKADA, JAPAN",0,0,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,7,17,18,2,0,3,1,0,0,TURKEY,0,MARMARA SEA,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,11,1,0,0,0,1,0,0,0,HOLLAND,0,HOLLAND,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,12,16,18,30,0,3,1,0,8.5,CHILE,0,SOUTHERN CHILE,-39.8,-73.2,89,0,0,2,2.5,0,1300,4,0,0,0,0,0,2,0,2,0,0,1321,4,0,0,0,0,0,3,0,2,0,0
1580,1,0,0,0,0,1,0,0,0,NORTH KOREA,0,YELLOW SEA,40,128,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,4,6,0,0,0,3,1,33,6.2,UK,0,"DOVER STRAITS, ENGLAND",51.019,1.309,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,1,22,16,30,0,1,1,30,8.2,PERU,0,S. PERU,-16.6,-71.6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,0
1584,3,17,0,0,0,2,1,30,8.4,PERU,0,PERU,-11.8,-77.8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1585,6,11,0,0,0,1,0,0,0,JAPAN,0,OFF MIYAGI PREFECTURE,0,0,85,2,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1,18,0,0,0,4,1,0,8.2,JAPAN,0,ISE BAY,35,136.8,85,0,0,2,1,0,0,4,0,0,0,0,0,3,0,3,0,0,8000,4,0,0,0,0,0,0,10000,4,0,0
1586,7,10,0,30,0,4,1,60,8.5,PERU,0,CENTRAL PERU,-12.3,-77.7,89,26,0,4.6,3.5,0,0,0,0,0,0,0,0,3,0,0,0,0,22,1,0,0,0,0,0,3,0,3,0,0
1587,7,9,0,0,0,1,1,0,0,PERU,0,0,-5.3,-80.5,89,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1589,3,21,0,0,0,4,1,0,6.7,JAPAN,0,"SURUGA, JAPAN",34.8,138.2,85,0,0,1,1,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0
1590,0,0,0,0,0,2,1,0,7.7,PERU,0,S. PERU,-17.2,-72.9,89,0,0,0,1.5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0
1591,7,26,0,0,0,1,1,0,0,PORTUGAL,0,AZORES,37.783,-25.5,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1594,0,0,0,0,0,2,1,0,0,ITALY,0,BAY OF NAPLES,40.8,14.4,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,9,4,0,0,0,4,3,0,6.9,JAPAN,0,"BEPPU BAY, KYUSHU",33.3,131.7,85,5,0,2,2,0,708,3,0,0,0,0,0,1,80,1,0,0,708,3,0,0,0,0,0,3,80,2,0,0
1597,9,10,0,0,0,3,3,0,6.4,JAPAN,0,"BEPPU BAY, JAPAN",33.3,131.6,85,0,0,1,1,0,40,1,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0
1601,9,8,1,0,0,0,1,0,6.2,SWITZERLAND,0,0,46.8,8.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0,2,0,2
1601,0,0,0,0,0,2,1,0,0,GREECE,0,ISLAND OF CRETE,35.5,25.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,2,8,0,0,0,4,3,0,7.2,JAPAN,0,"BOSO, JAPAN",35.1,140.5,85,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1603,0,0,0,0,0,2,0,0,0,JAPAN,0,KUMANONADA,0,0,85,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,11,24,18,30,0,4,1,30,8.5,PERU,0,S. PERU,-17.88,-70.94,89,5,0,4,3.5,0,74,2,0,0,0,0,0,3,0,3,0,0,174,3,0,0,0,0,0,3,0,3,0,0
1604,12,29,0,0,0,1,1,0,8,CHINA,0,SOUTH CHINA SEA,25,119.5,84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0
1604,0,0,0,0,0,1,1,0,0,GREECE,0,CRETE,35.5,25.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2,3,0,0,0,4,1,0,7.9,JAPAN,0,ENSHUNADA,33.5,138.5,85,0,0,3,0,0,1001,4,0,0,0,0,0,1,80,1,0,0,1001,4,0,0,0,0,0,3,80,2,0,0
1605,2,3,0,0,0,4,1,0,7.9,JAPAN,0,NANKAIDO,33,134.9,85,10,0,3,3,0,5000,4,0,0,0,0,0,3,700,3,0,0,5000,4,0,0,0,0,0,3,700,3,0,0
